"RowNumber","Institution Name","Main Office","Branch Name","Branch Number","Established Date","Acquired Date","Street Address","City","County","State","Zipcode","Latitude","Longitude","2010 Deposits","2011 Deposits","2012 Deposits","2013 Deposits","2014 Deposits","2015 Deposits","2016 Deposits"
"2969","JPMorgan Chase Bank","0","Roselle Branch","6667","2007-12-17","2008-09-25","700 East 1st Avenue","Roselle","Union","NJ","7203","40.662550000000003","-74.245199999999997","11627","12820","16947","20079","23039","27444","31872"
"2970","JPMorgan Chase Bank","0","Merrick Boulevard and 110th Branch","6668","2007-12-18","2008-09-25","110-36 Merrick Boulevard","Jamaica","Queens","NY","11433","40.698129999999999","-73.787520000000001","3628","4358","6466","10116","10786","11917","17382"
"2971","JPMorgan Chase Bank","0","Duarte Branch","6676","2007-12-27","2008-09-25","1000 Huntington Drive","Duarte","Los Angeles","CA","91010","34.139470000000003","-117.98326","16483","19379","26923","32188","35044","37944","41941"
"2972","JPMorgan Chase Bank","0","Sunset Ave and Merganser Branch","6677","2007-12-27","2008-09-25","278 Sunset Avenue, Suite B","Suisun City","Solano","CA","94585","38.246200000000002","-122.02047","9352","11309","12400","15069","16835","20096","23632"
"2973","JPMorgan Chase Bank","0","Northpoint Branch","6678","2008-01-07","2008-09-25","360 Bay Street","San Francisco","San Francisco","CA","94133","37.805759999999999","-122.41297","15646","20213","19766","22226","23031","27404","31683"
"2974","JPMorgan Chase Bank","0","Bixby Heights Branch","6679","2008-01-10","2008-09-25","4526 Atlantic Avenue","Long Beach","Los Angeles","CA","90807","33.840710000000001","-118.18464","17510","21076","27426","30808","37029","40170","47810"
"2975","JPMorgan Chase Bank","0","Alamo Drive Branch","6680","2008-02-01","2008-09-25","3005 Alamo Drive","Vacaville","Solano","CA","95687","38.335439999999998","-121.95528","8145","9657","12906","18651","21598","24212","30142"
"2976","JPMorgan Chase Bank","0","West Northern Avenue Branch","6683","2008-03-03","2008-09-25","5849 West Northern Avenue","Glendale","Maricopa","AZ","85301","33.553089999999997","-112.18555000000001","7053","9146","10127","10203","11110","13024","13929"
"2977","JPMorgan Chase Bank","0","San Pablo Branch","6685","2008-03-17","2008-09-25","14330 San Pablo Avenue, Suite D","San Pablo","Contra Costa","CA","94806","37.965339999999998","-122.34483","7752","9946","13911","20406","23294","26477","32004"
"2978","JPMorgan Chase Bank","0","High Desert Gateway Branch","6686","2008-03-31","2008-09-25","12731 Main Street","Hesperia","San Bernardino","CA","92345","34.481999999999999","-117.33801","17992","24219","31689","38377","43741","54081","68797"
"2979","JPMorgan Chase Bank","0","Mccart Westcreek Branch","6687","2008-04-07","2008-09-25","6225 Mccart Avenue","Fort Worth","Tarrant","TX","76113","32.6541","-97.362989999999996","13948","15422","16224","17003","19156","20656","23145"
"2980","JPMorgan Chase Bank","0","Almaden Valley Banking Center Branch","6688","2008-04-14","2008-09-25","6471 Almaden Expressway, Suite 50","San Jose","Santa Clara","CA","95120","37.220730000000003","-121.86127","25271","34462","43206","50885","63278","82689","85263"
"2981","JPMorgan Chase Bank","0","1 30 and Broadway Branch","6689","2008-04-14","2008-09-25","561 West Interstate 30","Garland","Dallas","TX","75043","32.840089999999996","-96.596900000000005","7231","10962","14277","18811","22297","27113","32264"
"2982","JPMorgan Chase Bank","0","Hastings Ranch Branch","6690","2008-04-28","2008-09-25","3870 East Foothill Boulevard","Pasadena","Los Angeles","CA","91107","34.150239999999997","-118.06847999999999","15657","18341","32909","46203","58504","65709","72357"
"2983","JPMorgan Chase Bank","0","The Plant Branch","6691","2008-05-01","2008-09-25","2199 Monterey Highway, Suite 30","San Jose","Santa Clara","CA","95125","37.303620000000002","-121.86139","9139","13781","19721","24453","28655","34494","41481"
"2984","JPMorgan Chase Bank","0","Wirt Road Branch","6692","2008-05-02","2008-09-25","2305 Wirt Road","Houston","Harris","TX","77055","29.81494","-95.485280000000003","21030","22243","25827","28943","33096","35762","38449"
"2985","JPMorgan Chase Bank","0","Westlake Branch","6695","2008-05-19","2008-09-25","3501 Del Paso Road, Suite 140","Sacramento","Sacramento","CA","95835","38.65587","-121.53991000000001","13307","17554","21689","26271","28515","33741","42585"
"2986","JPMorgan Chase Bank","0","The Heights Branch","6697","2008-06-17","2008-09-25","374 Central Avenue","Jersey City","Hudson","NJ","7307","40.747639999999997","-74.048140000000004","5504","7461","10264","15659","18966","22217","27609"
"2987","JPMorgan Chase Bank","0","Hidden Valley Branch","6698","2008-06-30","2008-09-25","465 Hidden Valley Parkway, Suite 10","Norco","Riverside","CA","92860","33.89987","-117.55699","13705","20935","29705","31816","35943","37741","45143"
"2988","JPMorgan Chase Bank","0","Rainbow At Alta Branch","6699","2008-06-30","2008-09-25","761 South Rainbow Boulevard, Suite 120","Las Vegas","Clark","NV","89145","36.164659999999998","-115.24431","17181","18745","21805","21556","24586","27568","30592"
"2989","JPMorgan Chase Bank","0","West Babylon Branch","6700","2008-06-30","2008-09-25","523 West Montauk Highway","West Babylon","Suffolk","NY","11704","40.68817","-73.340379999999996","41363","49908","52459","55237","55870","59939","70304"
"2990","JPMorgan Chase Bank","0","Kimball Junction Branch","6701","1994-04-15","2008-09-25","6250 North Sagewood Drive","Park City","Summit","UT","84098","40.722180000000002","-111.54349999999999","3712443","42100","54263","64299","84188","113599","125778"
"2991","JPMorgan Chase Bank","0","Provo University Ave Branch","6702","1916-01-01","2008-09-25","310 North University","Provo","Utah","UT","84601","40.238019999999999","-111.65863","22748","24042","27846","35653","41760","45111","65510"
"2992","JPMorgan Chase Bank","0","Foothill Village Branch","6706","1993-06-30","2008-09-25","1440 South Foothill Drive, Suite 100","Salt Lake City","Salt Lake","UT","84108","40.739040000000003","-111.82513","29811","29597","33445","34863","42004","41624","49435"
"2993","JPMorgan Chase Bank","0","Woodlands Branch","6708","1993-06-30","2008-09-25","4041 S 700 East #3","Salt Lake City","Salt Lake","UT","84107","40.684159999999999","-111.87141","21229","18316","21977","23769","24952","26601","37951"
"2994","JPMorgan Chase Bank","0","Logan Smiths Branch","6710","1995-06-12","2008-09-25","750 North Main Street","Logan","Cache","UT","84321","41.745550000000001","-111.83449","17521","18931","20066","23918","25962","29831","48824"
"2995","JPMorgan Chase Bank","0","Glenwood Fred Meyer Branch","6715","1994-07-18","2008-09-25","5425 Chinden Boulevard","Garden City","Ada","ID","83714","43.646729999999998","-116.27529","18069","17435","18450","20814","21938","24282","27441"
"2996","JPMorgan Chase Bank","0","Nampa Branch","6716","1994-07-18","2008-09-25","50 Second Street South","Nampa","Canyon","ID","83651","43.587470000000003","-116.57559000000001","10587","11521","11927","14053","25628","27796","29744"
"2997","JPMorgan Chase Bank","0","Five Mile Fred Meyer Branch","6717","1994-08-03","2008-09-25","10751 West Overland Road, #d","Boise","Ada","ID","83709","43.590310000000002","-116.31623999999999","26046","25505","26642","28368","32830","34084","36397"
"2998","JPMorgan Chase Bank","0","Moscow Branch","6718","1995-02-27","2008-09-25","1790 West Pullman Road","Moscow","Latah","ID","83843","46.732619999999997","-117.02708","19491","22406","21258","19122","20372","23765","26417"
"2999","JPMorgan Chase Bank","0","Brigham City Branch","6720","1920-01-01","2008-09-25","101 S Main","Brigham City","Box Elder","UT","84302","41.508040000000001","-112.01571","13551","13637","14184","13977","15028","15071","17131"
"3000","JPMorgan Chase Bank","0","Capitol Plaza Branch","6724","1996-06-10","2008-09-25","175 North Capitol","Boise","Ada","ID","83702","43.615630000000003","-116.20183","20249","24050","28244","27196","30310","34928","40579"
"3001","JPMorgan Chase Bank","0","Meridian Branch","6725","1996-06-01","2008-09-25","1850 East Fairview Avenue","Meridian","Ada","ID","83642","43.619480000000003","-116.37236","24407","24874","28196","31397","33904","40752","42098"
"3002","JPMorgan Chase Bank","0","Coeur D Alene Fred Meyer Branch","6728","1997-04-23","2008-09-25","560 West Kathleen Avenue, Suite A","Coeur D Alene","Kootenai","ID","83815","47.715389999999999","-116.79401","38267","34526","35886","34426","37694","40956","60594"
"3003","JPMorgan Chase Bank","0","Twin Falls Fred Meyer Branch","6729","1997-01-07","2008-09-25","705 Blue Lakes Boulevard North, Suite G","Twin Falls","Twin Falls","ID","83301","42.574260000000002","-114.46044000000001","14963","14930","15919","18004","19482","21786","22099"
"3004","JPMorgan Chase Bank","0","Idaho Falls Fred Meyer Branch","6730","1997-03-06","2008-09-25","1555 Northgate Mile, Suite A","Idaho Falls","Bonneville","ID","83401","43.51032","-112.0177","15545","15348","14847","14980","15885","17458","19550"
"3005","JPMorgan Chase Bank","0","Boise Towne Square Branch","6731","1997-09-08","2008-09-25","373 North Milwaukee Street","Boise","Ada","ID","83704","43.608330000000002","-116.28413999999999","18636","18420","18949","17723","19360","28521","29096"
"3006","JPMorgan Chase Bank","0","Route 59 & Brookdale Banking Center Branch","6733","2008-09-18","2008-09-18","1396 N Sr 59","Naperville","DuPage","IL","60563","41.78931","-88.170559999999995","15603","22893","31656","37297","76015","82723","94978"
"3007","JPMorgan Chase Bank","0","Chicago Board Of Trade Banking Center Branch","6735","2008-09-16","2008-09-16","141 W Jackson Blvd","Chicago","Cook","IL","60604","41.878140000000002","-87.632249999999999","42804","51432","60129","69934","80061","85891","83742"
"3008","JPMorgan Chase Bank","0","M 59 & Fisk Banking Center Branch","6736","2008-09-19","2008-09-19","9228 Highland Rd","White Lake","Oakland","MI","48386","42.656770000000002","-83.468689999999995","11764","14376","17600","22258","24563","35654","39307"
"3009","JPMorgan Chase Bank","0","East Rockaway Banking Center Branch","6737","2008-09-18","2008-09-18","111 Main St","East Rockaway","Nassau","NY","11518","40.641219999999997","-73.664900000000003","19446","21030","27661","34376","39628","44375","55556"
"3010","JPMorgan Chase Bank","0","Grove City East Branch","6738","2008-07-15","2008-07-15","4100 Buckeye Pkwy","Grove City","Franklin","OH","43123","39.878270000000001","-83.039150000000006","9903","11342","14377","17899","19207","24077","26255"
"3011","JPMorgan Chase Bank","0","Upper Arlington Branch","6739","2008-10-08","2008-10-08","1431 W Lane Ave","Upper Arlington","Franklin","OH","43221","40.006889999999999","-83.04871","9812","15966","21983","29848","31786","38309","48045"
"3012","JPMorgan Chase Bank","0","Sunbury Kroger Branch","6740","2008-11-13","2008-11-13","131 St Rte 3","Sunbury","Delaware","OH","43074","40.279269999999997","-82.850210000000004","2139","4275","6078","8243","8822","10237","11965"
"3013","JPMorgan Chase Bank","0","Broad and Waggoner Branch","6741","2008-12-11","2008-12-11","8139 E Broad St","Reynoldsburg","Franklin","OH","43068","39.986080000000001","-82.783199999999994","10799","16540","18653","20845","25080","27816","35361"
"3014","JPMorgan Chase Bank","0","Powell Kroger Branch","6742","2008-12-12","2008-12-12","3975 W Powell Rd","Powell","Delaware","OH","43065","40.158619999999999","-83.095150000000004","3100","5489","6844","7843","10043","10849","13562"
"3015","JPMorgan Chase Bank","0","Dublin Kroger Branch","6743","2008-12-15","2008-12-15","7100 Hospital Dr","Dublin","Franklin","OH","43016","40.100239999999999","-83.163290000000003","5835","6846","9487","12147","14131","16495","19185"
"3016","JPMorgan Chase Bank","0","Northville Kroger Branch","6744","2008-08-07","2008-08-07","17447 Haggerty Road","Northville","Wayne","MI","48168","42.413899999999998","-83.432569999999998","6794","11003","14293","16597","17861","20312","19932"
"3017","JPMorgan Chase Bank","0","Hartland Branch","6746","2008-09-30","2008-09-30","10083 Highland Rd","Hartland","Livingston","MI","48353","42.633200000000002","-83.752160000000003","18182","22328","25475","29349","32232","38221","44084"
"3018","JPMorgan Chase Bank","0","South Blvd and Crooks Branch","6748","2009-01-13","2009-01-13","3989 Crooks Rd","Rochester Hills","Oakland","MI","48309","42.622250000000001","-83.169759999999997","14666","21649","31367","46285","50237","57267","70689"
"3019","JPMorgan Chase Bank","0","Romeo Plank and 26 Mile Branch","6749","2009-04-16","2009-04-16","16224 26 Mile Rd","Macomb","Macomb","MI","48042","42.71602","-82.965239999999994","4924","7961","13051","17011","20472","21778","25226"
"3020","JPMorgan Chase Bank","0","Hamilton Town Center Branch","6750","2008-11-25","2008-11-25","13165 Tegler Dr","Noblesville","Hamilton","IN","46060","39.995739999999998","-85.929519999999997","4133","7596","11910","16268","17174","30866","30538"
"3021","JPMorgan Chase Bank","0","Custer and 720 Branch","6751","2008-08-05","2008-08-05","5101 S Custer Rd","Mckinney","Collin","TX","75070","33.171680000000002","-96.695809999999994","6511","9838","14161","18473","26820","29380","43295"
"3022","JPMorgan Chase Bank","0","Eldorado and Dnt Branch","6752","2008-09-09","2008-09-09","4900 Eldorado Pkwy","Frisco","Denton","TX","75033","33.175179999999997","-96.843230000000005","5268","9563","14076","23944","29398","34916","48892"
"3023","JPMorgan Chase Bank","0","Westheimer and Eldridge Branch","6753","2008-09-10","2008-09-10","13311 Westheimer Rd","Houston","Harris","TX","77077","29.73573","-95.624830000000003","40823","43957","53645","64164","80171","90820","84712"
"3024","JPMorgan Chase Bank","0","Hwy 66 and Lakeshore Branch","6754","2008-09-23","2008-09-23","900 W Rusk St","Rockwall","Rockwall","TX","75087","32.929119999999998","-96.471180000000004","9043","15666","18671","23079","28213","35998","37954"
"3025","JPMorgan Chase Bank","0","Lakeway Blvd and Fm 620 Branch","6755","2008-09-30","2008-09-30","919 Ranch Rd 620 S","Lakeway","Travis","TX","78734","30.354109999999999","-97.961539999999999","30508","39584","45844","54545","74014","81886","110775"
"3026","JPMorgan Chase Bank","0","Nolana and 29th Branch","6756","2008-09-30","2008-09-30","2724 Nolana Ave","Mcallen","Hidalgo","TX","78504","26.274819999999998","-98.236699999999999","8507","10824","15763","20458","23059","24972","26629"
"3027","JPMorgan Chase Bank","0","Will Clayton Branch","6757","2008-10-01","2008-10-01","3801 Atascocita Rd","Humble","Harris","TX","77396","29.97945","-95.217399999999998","7345","11059","15572","17958","22019","25304","30303"
"3028","JPMorgan Chase Bank","0","Broadway and Southtown Branch","6758","2008-10-22","2008-10-22","6825 S Broadway Ave","Tyler","Smith","TX","75703","32.275190000000002","-95.306799999999996","6375","8207","11981","15217","16959","20857","22090"
"3029","JPMorgan Chase Bank","0","Shadow Creek Ranch Branch","6759","2008-10-29","2008-10-29","11029 Shadow Creek Pkwy","Pearland","Brazoria","TX","77584","29.580259999999999","-95.389939999999996","13880","17965","23140","37939","63773","69956","75717"
"3030","JPMorgan Chase Bank","0","Preston and Beltline Branch","6760","2008-11-06","2008-11-06","15114 Preston Rd","Dallas","Dallas","TX","75248","32.9542","-96.803970000000007","7119","11684","22178","22365","26223","62303","65061"
"3031","JPMorgan Chase Bank","0","Weatherford Branch","6761","2008-11-06","2008-11-06","225 East Interstate 20","Weatherford","Parker","TX","76086","32.730609999999999","-97.787080000000003","13776","19894","29467","39908","50407","60727","69573"
